predicted,actual
0.020906265211350514,0.13452914798206278
0.16356854491575312,0.09475996234703483
0.24886247251012336,0.09882455376578145
0.35365443363660226,0.15618729096989967
0.45028662896877764,0.19634561783834004
0.5518550169830011,0.27127856701667696
0.647123556007384,0.33815719596388744
0.7432625703813056,0.3857630008525149
0.827446613376467,0.42669584245076586
0.9499987864994357,0.49
